,Beta,Alpha,StderrA,StderrB
VFC,0.9769889702824659,-0.008113340972737897,0.004464557286573213,0.17186678624034726
DOV,0.8271980015702498,-0.0022009772989374883,0.0030023836072870552,0.11557921391153039
MOS,0.6538818649526115,0.010409065065679752,0.00923199584679741,0.355393234967573
TDY,0.9364751083368543,0.00030512110556902726,0.003436245337459479,0.1322810762578068
HPE,0.8907797703400995,0.001442590275455478,0.0058055718876028235,0.22349024070322934
URI,1.3337236414455953,-0.0009489687644149434,0.0050358364705787645,0.19385864592514113
PWR,1.0740766659354766,0.010626410125807487,0.0056224128835201575,0.2164393849560446
ROL,0.753196331267191,0.0031702573004776732,0.004974071198011852,0.19148094121312875
CLX,0.6960949294151079,-0.0015949058024268884,0.006727631196725215,0.25898566835928155
IR,1.009320243163161,-0.00020953083816404515,0.004251153522150807,0.16365163369360447
ESS,0.5680828444888446,-0.001869725462176153,0.0030599351710538067,0.11779470845506441
PAYC,1.6941923736743618,0.0019513705180010657,0.006900220565236852,0.26562963733568007
PFG,0.9345088155460077,0.004504620296872664,0.003436043166925032,0.1322732935376405
COO,0.9902351111187369,-0.0026627171296099775,0.00443723755675211,0.17081509088425262
BR,0.8643460775858026,7.093623610817485e-05,0.003192272261347892,0.12288913304171824
INCY,0.35871478411498103,0.0010666153581864136,0.005426790365014063,0.20890873602182713
MOH,0.7989206026602591,0.004451770356790438,0.005566195455257273,0.21427524905049877
JBHT,0.9389686727492154,0.0027523021700804422,0.004788036828750757,0.18431939593039467
CAG,0.510522036920649,0.00193591716876378,0.0049751656284835995,0.19152307220974701
EXPD,0.8607595962358752,-0.0028701186012997635,0.004077812139519919,0.15697871531828764
PARA,1.175315754990323,-0.0044700132883359976,0.009223156709540646,0.3550529651455179
BRO,1.2431379975871968,0.005699239842175541,0.003608789140646981,0.13892329115976507
KEY,0.8247054734480987,0.0003967783069971859,0.005334458647294756,0.20535435099014834
FLT,0.7844593716259181,-0.00048240915775442893,0.005162064066469212,0.19871788052512723
DGX,0.4954750025542032,0.002053112923771844,0.0048911096193458735,0.1882872673522001
MRO,0.9333977822564301,0.014054294504843717,0.009405831659022557,0.36208518681472884
SWK,1.0110205576597342,-0.009003066875604916,0.00468072839973415,0.18018847014139208
J,0.897493308248468,0.0011330797896090545,0.0037011038989184513,0.14247702332362092
IP,0.4852595955542444,-0.0041939337349182265,0.0033582873398891604,0.12928001934575015
ZBRA,1.417210024972387,-0.007711250179705953,0.00463773063545714,0.17853323601906732
ATO,0.5679670673857053,0.004442714272600203,0.003495525462576674,0.13456311318506461
STX,1.2399018904648391,0.0013950429824042222,0.00649338264902523,0.2499680788222983
BBY,1.3852636945861396,-0.0034942529613527238,0.006633087496133138,0.25534613123677735
SWKS,1.2753409159998124,-0.009096925241536942,0.0035607887570831315,0.1370754771141859
WAB,0.8357776456620462,0.0023139728209085686,0.003934780672094842,0.15147260193241657
EVRG,0.6609607733755865,0.003101769691847166,0.003281447177714715,0.12632199442201902
KMX,1.1790618045567154,-0.003518039194738078,0.006422077828491765,0.24722314140478835
TRMB,1.1623832672025054,-0.0033672039331097943,0.003884219864680066,0.14952622227541715
AKAM,0.7771087000077147,-0.0024692629749398965,0.004872212628678687,0.18755981223243925
UDR,0.6918812660604866,-0.0006180203838961509,0.0032907575240173955,0.12668040382190257
BIO,1.2291958931186948,-0.0014577784171895362,0.005879825536155243,0.22634869566845162
NDAQ,0.998285007703281,0.00041119888473011576,0.002917561323148189,0.11231391067074657
CAH,0.6887215292569966,0.0012985725094922392,0.00503291892750891,0.19374633271714586
SEDG,1.1247123946989879,0.006575102355679527,0.009391030350625268,0.36151539833557894
EXPE,1.2437244156144052,-0.006095743631338821,0.008704978790142802,0.3351052820963048
CPB,0.35740779632731534,0.0030034630210667027,0.004235370970330198,0.16304407144589012
LNT,0.5848332344775073,0.00225226238097473,0.003554417369867624,0.13683020534940973
TTWO,0.48294624065942776,-0.0038352462713269735,0.006753257977298794,0.2599721922486969
L,0.6205142149595787,0.002680698001490951,0.0029654121667973894,0.1141559680549379
FDS,0.8539009371256485,0.005424780819794678,0.004072682968780346,0.15678126369329906
TER,1.6652584823331735,-0.0004997717329532905,0.007347082265770573,0.28283194417931684
NTAP,0.9357374410377011,-0.001437823820683256,0.005117059234417825,0.19698538268637836
SYF,1.029326579999939,-0.005896764599628414,0.006079881208530173,0.23405000248864516
CPT,0.735481468334219,0.0010760633626641055,0.0033073709036900954,0.12731994946767683
WDC,1.14911132423688,-0.004283366143176736,0.0077927606951646005,0.2999887000321216
DRI,0.9418725979314211,-0.0014288840824066198,0.0047754796363489015,0.18383599653292268
SJM,0.18388064454495,0.001583250649762443,0.004442998382682066,0.17103685859269913
BXP,0.7989209318738297,-0.002396664534102653,0.004327541596672505,0.16659225513318496
XYL,1.0355151687020854,-0.005285234292405281,0.004194140036961051,0.16145685292521927
POOL,1.0008863498290126,-0.0012482786709725842,0.005765655950710522,0.2219536440480394
DPZ,0.8187617387441664,-0.0008499917434176389,0.004725475591491884,0.18191104990620127
IRM,1.0390747243409781,0.006043415796492249,0.005377300307306706,0.2070035757510444
PEAK,0.6398567614736793,-0.0030748351296198545,0.003604500027063351,0.13875817822244088
TYL,1.3868785333546605,-0.002511390011461557,0.004325638338034749,0.16651898763442555
LKQ,0.8964804035832953,0.0026255465616263998,0.003587030684003742,0.13808568156562462
IEX,0.6963042076862207,-0.0017543467300298648,0.002919643965195407,0.11239408368064856
GNRC,1.5830345330214217,-0.006872553120366059,0.007842399119280278,0.30189957178920573
TECH,1.246759026123344,-0.0006703069547394618,0.005678217733476229,0.21858763832204323
FMC,0.8099998047774327,0.002462910669282593,0.005959687293239112,0.22942303936089128
AES,1.0435398958729687,-0.00017669035485434097,0.004301408646461249,0.16558624582935205
LDOS,0.5493868106262825,0.0013828526127623295,0.004795907423006506,0.18462238089703525
AVY,0.8447250731498458,-0.002233036847526999,0.0037572306299825217,0.14463766776627787
JKHY,0.5408816719116348,0.003571258358066079,0.0033010253179418096,0.12707567095149552
VTRS,0.69127780843138,-0.0024320719037970147,0.007737610787265131,0.29786565919655245
HWM,0.9135491465308254,0.0019764716489405363,0.005159433080428277,0.1986165985644592
NVR,1.0988467650206317,0.00010379102676253381,0.004332925332543479,0.1667995064512258
OMC,0.5551512809822808,-0.001667673407538372,0.005021090910044455,0.19329100350559694
PKG,0.5363767143783614,0.0022026833840329252,0.003922044450478705,0.15098231065883533
CE,0.9798710763286378,-0.0027935253168497867,0.004776114583730235,0.18386043935196542
NLOK,0.5129767717158593,-0.0014664029107346601,0.00495714743116167,0.19082944695895734
CHRW,0.5647343857370061,0.0037646232773638722,0.005183251778834092,0.19953351885121345
TXT,0.8954650457440577,0.0002914024485298908,0.0035925823478944897,0.13829939741020766
PTC,0.7976977189237091,-0.003301809538134462,0.005962627713393646,0.22953623324098238
KIM,0.8896045285316376,0.0015558757279459552,0.0036322309910614753,0.13982570437470637
MGM,1.2298584097405953,-0.0030114082576430242,0.0059626195837885285,0.22953592028518063
CTXS,0.14912230525746953,-0.00180760532378002,0.00563907527465863,0.21708081733830145
APA,1.1565346872321143,0.015512543647987237,0.010074860687725794,0.3878400067630653
CBOE,0.5576376117693588,0.001292270332624522,0.0028340879277148627,0.1091005340045224
TFX,0.7074187063376216,-0.00743475956862582,0.005292372193373335,0.2037341985057171
TAP,0.6772446655667553,0.003397373764300826,0.004967863700122142,0.19124197850206517
NI,0.6385354148471662,0.0047489682960711425,0.003920000455114933,0.15090362538463847
MAS,0.8577544202602672,0.0006498799361773474,0.004516334958116793,0.17386001007778484
EMN,1.1498622987890805,-0.0011008394050285855,0.004141498575768509,0.15943037679837743
ABMD,1.4119144511430686,0.0005758256624144812,0.006508561211528482,0.2505523900069767
HAS,0.6998340609134143,-0.00046161364564423256,0.004566774566377924,0.17580172407418346
UAL,1.612127486441024,-0.0004916264297599301,0.009273940523987721,0.35700792964071965
BEN,1.1588513914503809,-0.0017595586810612762,0.004930447925904969,0.18980162765501946
NDSN,0.9332676789760039,0.001204389505208937,0.003174737944277961,0.12221413515720428
LUMN,0.997445172663681,0.0009893214093522193,0.007725150841275962,0.29738600337931675
HST,1.060806717439859,0.0020742750302629965,0.006273419437550835,0.2415004149934784
SBNY,1.579217480607833,-6.623822151502565e-05,0.007322813735865578,0.2818977072608898
CRL,1.371543334479293,-0.005507837516459875,0.0063491968505711505,0.24441752851883886
RE,0.6575059330277522,0.004575490651408973,0.0038401426774120626,0.14782943488172684
IPG,1.085998306633629,0.0004013450379020747,0.004300232531098098,0.16554097030599377
HSIC,0.7725637204749756,0.002087176725729592,0.004193748037684064,0.16144176259226575
AAP,1.040967446241519,0.0004509321459952734,0.005055222759193018,0.1946049369697829
SNA,0.740650400444361,-0.0003167163309594982,0.0035745592320770036,0.13760558281790652
REG,1.0191205436316917,0.0015538654032679065,0.0031667652215316643,0.12190721867074497
LW,0.882983829582085,0.002005472366776877,0.007049270280538785,0.27136742809850034
WRK,0.8398095484922556,-0.0022179835907365757,0.00560585290121763,0.2158018948857319
QRVO,0.9116760776147574,-0.010158254367855932,0.004647470234633023,0.1789081698595765
CMA,1.1185937473344003,0.005236998177494307,0.005502486579492105,0.2118227237428553
CCL,2.043017414250914,-0.011138639293304962,0.009956763176729765,0.383293746434205
MKTX,0.6709215609006884,-0.007989905591890896,0.00615743090951261,0.23703534168942886
GL,0.622358749558333,0.0027914065260228986,0.003977050349708765,0.1530998077628286
ETSY,2.031247803803245,-0.007049157582002922,0.010562917588695403,0.40662815655886575
DISH,1.1525042761188602,-0.01149460252672085,0.007549003854776363,0.29060508098715615
PHM,1.237807863059178,0.0002692200513099304,0.005578640639737333,0.21475433661136148
JNPR,1.1700223348948755,0.004146729736653382,0.0029785428822343843,0.11466144569098027
AIZ,0.5072145633284821,0.0036260384763941063,0.0027544425939436557,0.10603452170460997
FFIV,1.0593569773450981,-0.0007533643543653023,0.0045480291784348315,0.1750801050253481
RCL,1.9303150322536982,-0.009531369097914865,0.009289763716437187,0.35761705638269936
FTNT,1.6737720405041188,0.008803019950246418,0.006033189038854549,0.2322525492072476
UHS,0.6722334526068006,-0.005434217524830361,0.005127262102345792,0.19737815043660703
NWS,0.6053038945815935,-0.005673382682305996,0.005478941012416494,0.21091631787016957
NWSA,0.665546680750815,-0.00706663601552884,0.004901320090470228,0.18868032779369565
NRG,0.608034385278514,0.0009152496895873199,0.0063174595787146536,0.24319577626707212
WHR,1.0020919942424793,-0.003130542670775909,0.004538300572694423,0.1747055943861338
AOS,0.9609779179109806,-0.0013621660715920998,0.003957027378848057,0.15232900711409164
OGN,0.6276221203275629,0.004608665665087667,0.0065593174862606145,0.25250629433831506
HII,0.4480121768934002,0.0028519687657538122,0.0050901257073314304,0.1959485545205987
ALLE,0.6938126984791175,-0.0044679207573690635,0.0036062686420319295,0.13882626250297198
CZR,1.5647806205760433,-0.011923234070754164,0.007600369361380768,0.29258243819797214
SEE,0.8568637618458766,0.001768453984962915,0.004011250805885613,0.15441638231071178
NLSN,1.3170648849269828,0.004340435171141321,0.008812393319016518,0.33924029228613184
AAL,1.772422090236367,-0.0015138211033320498,0.00870859795897991,0.3352446049623739
BWA,0.9238294097320338,-0.003245441041801066,0.005304233260886625,0.20419080000594192
RHI,1.0785142377833652,0.0009110725698644058,0.004495287953584534,0.17304978841486118
PNW,0.5078250637229017,-0.0007504894273070903,0.004529819504370425,0.17437910872066503
LNC,1.163821995237194,-0.0013811700180002872,0.005200337082157239,0.20019123158410226
MHK,0.8657080887755193,-0.006354980842035182,0.005887770827939214,0.2266545561775686
NWL,0.9289713386942382,-0.002592782120818064,0.0065661223177125765,0.2527682518936752
FBHS,0.9755437875231998,-0.006100124559703521,0.004167389262297651,0.16042705996351506
ZION,1.038337207740755,0.0031302742574878095,0.005789708891574407,0.22287958168990535
TPR,1.13425466910711,-0.0014413484691949215,0.005679646514884324,0.21864264043156656
XRAY,0.7593943137040347,-0.008421560883730347,0.005305432137513393,0.20423695174276943
DVA,0.3841550836611082,-0.005627110339431387,0.006227037012589579,0.23971488558833473
FRT,0.8583051788243172,-0.0009047639868925632,0.0035978463325967575,0.13850203880901285
PNR,0.8860811977602472,-0.005124526089206787,0.0038690874453529292,0.14894368741006378
IVZ,1.097981599400893,-0.005454058604194782,0.005590251360750313,0.2152013008181901
CDAY,1.6526208104932723,-0.007315261534736436,0.0062680375616113795,0.24129323527502347
DXCM,1.343694306976554,-0.0009933142707792466,0.008436378149145999,0.32476528061641546
DXC,1.409146919607852,-0.0009294932134477425,0.007238210386782006,0.27864083210422125
WYNN,1.228915745281382,-0.009231615511682863,0.007392697092723783,0.2845879242709902
RL,1.3086621167777246,5.580015584255322e-05,0.005715996161830118,0.22004194983685363
BBWI,1.1405518976832871,-0.009953045407104748,0.008411204079113593,0.3237961841897505
VNO,0.7718353611027038,-0.005530418332238825,0.005211343998620177,0.200614951840664
PENN,1.2056429550763075,-0.01193126565813861,0.009115592212936797,0.3509121818251959
ALK,1.1277348245242051,-0.003363110000819238,0.007124611688123963,0.2742677572378376
PVH,1.5089557608707462,-0.006841531896988766,0.007295127254147045,0.28083189349037846
NCLH,2.1061866323314504,-0.008917392444224133,0.00950237547650359,0.3658017200736347
SP50,1.0000000000000002,-4.336808689942018e-19,8.23036069470033e-19,3.16834470116687e-17
